style_key,class,n_photos_requested,n_photos_ok,n_fallback,raw_threshold
Ladieswear || Leggings/Tights || Socks and Tights || Black || Solid,solid,8,8,0,5.340402057436483
Ladieswear || Trousers || Trousers || Khaki green || Solid,solid,8,8,0,12.399136067387467
Menswear || Other shoe || Shoes || Blue || Solid,solid,8,8,0,7.728215687732156
Baby/Children || T-shirt || Jersey Basic || Yellow || Solid,solid,8,8,0,7.987759386521785
Ladieswear || Socks || Socks and Tights || Beige || All over pattern,patterned,8,8,0,8.747836301726217
Ladieswear || Socks || Socks and Tights || Pink || Solid,solid,8,8,0,24.23613303487186
Ladieswear || Top || Jersey Fancy || White || All over pattern,patterned,8,8,0,8.622136609678133
Ladieswear || Sunglasses || Accessories || Beige || Solid,solid,8,8,1,10.229039017586324
Ladieswear || Sunglasses || Accessories || Metal || Solid,solid,8,8,0,8.535871326166484
Ladieswear || Sunglasses || Accessories || Pink || Solid,solid,8,8,0,17.750571229108722
"Baby/Children || Pyjama set || Under-, Nightwear || White || All over pattern",patterned,8,8,0,18.284121217825028
Baby/Children || Leggings/Tights || Jersey Basic || Black || All over pattern,patterned,8,8,0,23.679182953919522
Baby/Children || Leggings/Tights || Jersey Basic || White || Solid,solid,8,8,0,2.7774866923804784
"Ladieswear || Underwear bottom || Under-, Nightwear || Black || Solid",solid,8,8,1,1.6225173974398812
"Ladieswear || Underwear bottom || Under-, Nightwear || Beige || Solid",solid,8,8,1,2.232478926880924
"Ladieswear || Underwear bottom || Under-, Nightwear || Brown || Solid",solid,8,8,0,3.112516493948462
Sport || Jacket || Outdoor || Black || Solid,solid,8,8,0,3.0566335952147465
Menswear || Shirt || Shirts || Blue || Chambray,patterned,8,8,1,16.49143306986879
"Ladieswear || Bra || Under-, Nightwear || Black || Lace",patterned,8,8,0,3.4487500689260178
"Baby/Children || Pyjama set || Under-, Nightwear || Blue || Mixed solid/pattern",patterned,8,8,1,7.877919158666873
Baby/Children || Trousers || Jersey Basic || Black || Melange,solid,8,8,0,14.059228897921567
"Ladieswear || Bra || Under-, Nightwear || Red || Solid",solid,8,8,0,19.546413111380094
Baby/Children || Underwear Tights || Socks and Tights || Black || Solid,solid,8,8,0,1.64158864808982
Baby/Children || Underwear Tights || Socks and Tights || White || Solid,solid,8,8,1,8.131148341550643
Baby/Children || Underwear Tights || Socks and Tights || Pink || Solid,solid,8,8,0,12.249867217105487
Baby/Children || Trousers || Trousers || Black || Solid,solid,8,8,0,5.850834281105449
Ladieswear || Earring || Accessories || Black || Solid,solid,8,8,1,4.520789202529273
Ladieswear || Earring || Accessories || Blue || Solid,solid,7,7,2,11.91293885840022
Ladieswear || Earring || Accessories || Metal || Solid,solid,8,8,3,10.998162201096964
Ladieswear || Earring || Accessories || Orange || Solid,solid,8,8,1,7.625981861437064
Ladieswear || Earring || Accessories || Green || Solid,solid,8,8,1,25.911660829088117
Divided || Hat/beanie || Accessories || Black || Solid,solid,8,8,0,4.663440276896784
Divided || Hat/beanie || Accessories || Pink || Solid,solid,8,8,0,11.479585216820546
Divided || Hat/beanie || Accessories || Grey || Solid,solid,8,8,0,6.25205319632818
Baby/Children || Underwear Tights || Socks and Tights || Beige || Solid,solid,7,7,0,12.025854665522626
Baby/Children || Underwear Tights || Socks and Tights || Red || Solid,solid,8,8,0,19.4528993235474
Ladieswear || T-shirt || Jersey Fancy || Orange || Solid,solid,8,8,0,6.027385905250784
Ladieswear || T-shirt || Jersey Fancy || White || Stripe,patterned,8,8,0,3.7483130393738575
Ladieswear || T-shirt || Jersey Fancy || Pink || Solid,solid,8,8,0,17.08707504291551
Ladieswear || T-shirt || Jersey Fancy || Khaki green || Solid,solid,8,8,0,11.039237568695745
Divided || Cap/peaked || Accessories || Black || Solid,solid,8,8,0,2.6578553785318224
Menswear || Gloves || Accessories || Black || Solid,solid,8,8,0,2.594765210426736
Ladieswear || Hair/alice band || Accessories || White || Solid,solid,8,8,0,2.9833517122365403
Ladieswear || Hair/alice band || Accessories || Pink || Solid,solid,8,8,0,27.250864733590415
Ladieswear || Shorts || Trousers || Black || Solid,solid,8,8,0,2.4524590895743765
Ladieswear || Trousers || Trousers || Grey || Denim,patterned,8,8,1,3.394122552595209
Ladieswear || Dress || Jersey Basic || Blue || Solid,solid,8,8,0,11.488453080589558
Ladieswear || Trousers || Trousers || Turquoise || Denim,patterned,8,8,0,6.3315799712890914
Divided || Jacket || Outdoor || Grey || Solid,solid,8,8,0,8.931569972920423
Divided || Jacket || Outdoor || Red || Solid,solid,8,8,0,12.202549255789386
Menswear || Socks || Socks and Tights || Black || Solid,solid,8,8,0,1.3035098618722056
Divided || Shorts || Shorts || Khaki green || Solid,solid,8,8,0,10.508651541340381
Menswear || Sweater || Knitwear || Khaki green || Solid,solid,8,8,0,10.177831280440891
Menswear || Sweater || Knitwear || Red || Melange,solid,8,8,0,15.511008304143342
Menswear || Sweater || Knitwear || Blue || Melange,solid,8,8,0,5.577091353996249
Ladieswear || Socks || Socks and Tights || Grey || Solid,solid,8,8,0,11.002463185244896
Ladieswear || Socks || Socks and Tights || Red || All over pattern,patterned,8,8,0,15.851327455933205
Ladieswear || Socks || Socks and Tights || White || All over pattern,patterned,8,8,0,21.709881446389062
Ladieswear || Socks || Socks and Tights || Grey || All over pattern,patterned,8,8,0,9.37663593355244
Ladieswear || Socks || Socks and Tights || Pink || All over pattern,patterned,8,8,1,12.814876398909922
Divided || Trousers || Trousers || Khaki green || Solid,solid,8,8,0,5.440212741763398
Divided || Shorts || Shorts || Blue || Solid,solid,8,8,0,12.56234730557761
Divided || Trousers || Trousers Denim || Blue || Denim,patterned,8,8,0,6.741630828107934
Divided || Shorts || Jersey Basic || Grey || Melange,solid,8,8,0,17.985708420794666
Menswear || Jacket || Outdoor || Black || Solid,solid,8,8,0,2.83777826646981
Baby/Children || Trousers || Trousers Denim || Grey || Denim,patterned,8,8,0,17.260416338265006
Divided || Scarf || Accessories || Pink || Solid,solid,8,8,0,9.889898779367224
Divided || Coat || Outdoor || Black || Solid,solid,8,8,0,3.2678657417829045
Divided || Coat || Outdoor || Beige || Solid,solid,8,8,0,6.290254961373839
Menswear || Hat/beanie || Accessories || Black || Solid,solid,8,8,0,5.154599003944842
Menswear || Hat/beanie || Accessories || Grey || Melange,solid,8,8,1,9.28944979818421
Divided || Trousers || Trousers || Black || All over pattern,patterned,8,8,0,9.369812931531733
Ladieswear || Top || Jersey Basic || Black || Stripe,patterned,7,7,0,6.858186521046219
Ladieswear || Sweater || Jersey Basic || Black || Solid,solid,8,8,0,2.8643217707786417
Divided || Dress || Dresses Ladies || White || Stripe,patterned,8,8,0,3.3655646380874384
Divided || Dress || Dresses Ladies || Khaki green || Solid,solid,8,8,0,16.135590112007137
Divided || Dress || Dresses Ladies || Yellow || Solid,solid,8,8,0,6.691856880912294
Divided || Jacket || Outdoor || Khaki green || Solid,solid,8,8,0,9.458610259213158
Divided || Jacket || Outdoor || Mole || Solid,solid,8,8,0,7.1285582516131605
Divided || Jacket || Outdoor || Pink || Solid,solid,8,8,0,8.32832599659131
Divided || Sweater || Knitwear || Grey || Solid,solid,8,8,0,9.771135413054399
Divided || Hat/beanie || Accessories || Grey || Melange,solid,8,8,0,6.536653851209381
Baby/Children || T-shirt || Jersey Basic || Blue || Stripe,patterned,8,8,0,11.705777452764782
Divided || Other accessories || Accessories || Pink || Solid,solid,8,8,0,12.62339547674809
Ladieswear || Hat/beanie || Accessories || Pink || Solid,solid,8,8,0,20.70184832725858
Ladieswear || Other accessories || Accessories || Black || Solid,solid,8,8,0,21.238253801636716
Ladieswear || Other accessories || Accessories || Green || All over pattern,patterned,8,8,0,13.405145490694482
Ladieswear || Other accessories || Accessories || Pink || All over pattern,patterned,8,8,0,12.539300088289231
Ladieswear || Other accessories || Accessories || Beige || All over pattern,patterned,8,8,0,3.168198940810178
Ladieswear || Other accessories || Accessories || Black || All over pattern,patterned,8,8,0,14.018211928174509
"Ladieswear || Bra || Under-, Nightwear || Pink || Solid",solid,8,8,0,22.335932340178513
"Ladieswear || Night gown || Under-, Nightwear || Blue || Stripe",patterned,8,8,0,6.317863534622298
Baby/Children || Trousers || Jersey Basic || Grey || Melange,solid,8,8,0,15.563917586748623
Baby/Children || Trousers || Jersey Basic || Blue || Solid,solid,8,8,1,12.962395408171348
Divided || Skirt || Skirts || Black || Solid,solid,8,8,0,9.186248411897434
Divided || Skirt || Skirts || Beige || Solid,solid,8,8,0,8.800031329219088
Divided || Skirt || Skirts || Pink || Solid,solid,8,8,0,10.520194238083494
Baby/Children || Leggings/Tights || Jersey Basic || Pink || Solid,solid,8,8,0,4.407501294477904
Sport || Trousers || Outdoor || Blue || Solid,solid,5,5,0,8.247789522422057
Ladieswear || Bikini top || Swimwear || White || Lace,patterned,6,6,0,2.5485363529392036
Divided || Dress || Jersey Basic || Black || Solid,solid,8,8,0,2.6019954031407693
Sport || Trousers || Outdoor || Black || Solid,solid,8,8,0,2.82190990416434
Baby/Children || Socks || Socks and Tights || Black || Solid,solid,8,8,1,24.805637531499617
Baby/Children || Socks || Socks and Tights || White || Solid,solid,8,8,0,5.788674212451511
Baby/Children || Socks || Socks and Tights || Grey || Solid,solid,8,8,0,12.947467083312478
Sport || T-shirt || Jersey Fancy || Grey || Melange,solid,8,8,0,8.476744967229944
Divided || Scarf || Accessories || Black || Solid,solid,8,8,0,4.000684631837047
Divided || Scarf || Accessories || Grey || Solid,solid,8,8,0,6.050143396553042
Baby/Children || Shirt || Shirts || White || Solid,solid,8,8,0,1.4039243052804655
Baby/Children || Shirt || Shirts || Black || Solid,solid,8,8,0,3.6201811720833392
Baby/Children || Shirt || Shirts || Blue || Solid,solid,8,8,0,11.565512645626757
Menswear || Belt || Accessories || Brown || Solid,solid,8,8,0,5.671610752073194
Menswear || Hat/brim || Accessories || Black || Solid,solid,8,8,0,4.064150345860784
Menswear || Sweater || Knitwear || Black || Melange,solid,8,8,0,16.4248448325903
"Baby/Children || Vest top || Under-, Nightwear || Pink || Solid",solid,8,8,0,5.431562959834104
Ladieswear || Scarf || Accessories || Black || Solid,solid,8,8,0,13.818601144461235
Ladieswear || Scarf || Accessories || Pink || Solid,solid,8,8,0,14.537420836619775
Ladieswear || Scarf || Accessories || Blue || Solid,solid,7,7,0,8.146696635497676
Ladieswear || Other accessories || Accessories || White || Solid,solid,8,8,0,4.276170819119022
Menswear || Sweater || Jersey Fancy || Black || Placement print,patterned,8,8,0,8.074409546628324
Ladieswear || Top || Jersey Fancy || Grey || Solid,solid,8,8,1,7.76769983000264
Ladieswear || Socks || Socks and Tights || Black || All over pattern,patterned,8,8,1,6.303217843949955
Baby/Children || Trousers || Trousers Denim || Blue || Solid,solid,8,8,0,10.427424694265431
Ladieswear || Top || Jersey Fancy || White || Stripe,patterned,8,8,0,4.276283575310966
Divided || T-shirt || Jersey Basic || Khaki green || Solid,solid,8,8,1,5.479222092487037
Ladieswear || Ballerinas || Shoes || Black || Solid,solid,8,8,0,20.16143801205134
Ladieswear || Ballerinas || Shoes || Red || Solid,solid,8,8,0,17.165104482873733
Baby/Children || Belt || Accessories || Black || Solid,solid,8,8,0,2.7013949764632716
Ladieswear || Trousers || Trousers || Black || Other structure,patterned,8,8,0,4.901830686281294
Ladieswear || Trousers || Trousers || Grey || Other structure,patterned,8,8,0,5.694450777237438
Ladieswear || Trousers || Trousers || Grey || Solid,solid,8,8,0,10.837492611319446
Baby/Children || Trousers || Jersey Basic || Pink || Solid,solid,8,8,1,11.015279290994116
Menswear || Tie || Accessories || Black || Solid,solid,8,8,0,3.0911122011785954
Menswear || Tie || Accessories || Blue || Solid,solid,8,8,0,6.9185853555129855
Ladieswear || Bikini top || Swimwear || Pink || Solid,solid,8,8,0,11.157878890703092
Ladieswear || Swimwear bottom || Swimwear || Black || Solid,solid,8,8,0,2.417068630183141
Ladieswear || Swimwear bottom || Swimwear || Pink || Solid,solid,8,8,0,5.679991163689041
Ladieswear || Swimwear bottom || Swimwear || Red || All over pattern,patterned,8,8,0,4.391471787246244
Ladieswear || Swimwear bottom || Swimwear || Blue || Stripe,patterned,8,8,0,4.894595607086666
Ladieswear || Swimwear bottom || Swimwear || White || Other structure,patterned,8,8,0,1.8437274490258644
Ladieswear || Swimwear bottom || Swimwear || Orange || Solid,solid,8,8,0,12.850053391501257
Ladieswear || Swimwear bottom || Swimwear || Blue || Solid,solid,8,8,0,18.93360129794001
Ladieswear || Swimwear bottom || Swimwear || Yellow || Solid,solid,8,8,0,12.151121411483025
"Divided || Underwear bottom || Under-, Nightwear || Black || Lace",patterned,8,8,0,12.200346752457122
"Ladieswear || Bra || Under-, Nightwear || Khaki green || Solid",solid,8,8,2,6.571175599604015
Ladieswear || Trousers || Trousers || White || Solid,solid,8,8,0,8.354348573028194
Ladieswear || Trousers || Trousers || Pink || Solid,solid,8,8,0,13.96556798377737
Divided || Vest top || Jersey Basic || Black || Solid,solid,8,8,0,2.4043626364913404
Divided || Vest top || Jersey Basic || White || Solid,solid,8,8,0,3.8416456852898078
Ladieswear || Vest top || Jersey Basic || Blue || Solid,solid,6,6,0,14.011086398665983
Divided || Dress || Dresses Ladies || Black || All over pattern,patterned,8,8,0,14.300118634482017
Divided || Dress || Dresses Ladies || Blue || All over pattern,patterned,8,8,0,20.973330189587355
Menswear || Sweater || Jersey Fancy || Black || Melange,solid,6,6,0,4.82363987990357
Divided || Sweater || Knitwear || Khaki green || Solid,solid,8,8,1,8.933429717532624
Divided || Sweater || Knitwear || Red || Solid,solid,8,8,1,7.490597447225812
Baby/Children || Blazer || Shirts || Blue || Other structure,patterned,8,8,1,15.285653110560244
Baby/Children || Blazer || Shirts || Black || Solid,solid,8,8,0,14.722105473707169
Menswear || Sunglasses || Accessories || Black || Solid,solid,8,8,0,23.39099496951913
Ladieswear || Top || Jersey Fancy || Grey || All over pattern,patterned,8,8,0,13.872859059045208
Ladieswear || Top || Jersey Fancy || Blue || Solid,solid,8,8,0,18.331127680050464
Ladieswear || Top || Jersey Fancy || Red || All over pattern,patterned,8,8,0,8.955048635254517
Menswear || Sunglasses || Accessories || Metal || Solid,solid,8,8,1,25.561540565108515
Sport || Vest top || Jersey Fancy || White || Solid,solid,8,8,0,1.08947431113842
Sport || Vest top || Jersey Fancy || Pink || Melange,solid,8,8,0,8.53741204883108
Sport || Vest top || Jersey Fancy || Orange || Solid,solid,8,8,0,9.856260407458661
Divided || Other accessories || Accessories || White || Solid,solid,8,8,0,11.900147741628764
Menswear || T-shirt || Jersey Fancy || White || Solid,solid,8,8,0,1.2462054616650236
Menswear || T-shirt || Jersey Fancy || Black || Solid,solid,8,8,0,6.580994136265613
Menswear || T-shirt || Jersey Fancy || Khaki green || Solid,solid,8,8,0,10.41557623642737
"Baby/Children || Pyjama set || Under-, Nightwear || Turquoise || All over pattern",patterned,8,8,0,12.553832628362132
"Ladieswear || Pyjama bottom || Under-, Nightwear || Pink || All over pattern",patterned,8,8,0,27.737634558547715
"Menswear || Underwear bottom || Under-, Nightwear || Blue || Solid",solid,8,8,0,10.87412228827243
"Menswear || Underwear bottom || Under-, Nightwear || Black || Solid",solid,8,8,0,2.618420681162295
Baby/Children || Leggings/Tights || Jersey Basic || Grey || All over pattern,patterned,8,8,0,4.553920165830322
Divided || Vest top || Jersey Basic || Grey || Melange,solid,8,8,0,1.8699201775608993
Divided || Vest top || Jersey Basic || Yellow || Solid,solid,8,8,0,8.84269010806244
Divided || Vest top || Jersey Basic || Orange || Solid,solid,8,8,0,14.19702978690135
Divided || Vest top || Jersey Basic || Pink || Solid,solid,8,8,0,10.47898566931829
Divided || Vest top || Jersey Basic || Khaki green || Solid,solid,8,8,0,11.458679689440162
Divided || Vest top || Jersey Basic || Blue || Solid,solid,5,5,0,27.956910227847363
Menswear || Polo shirt || Knitwear || Black || Solid,solid,8,8,1,1.620119458413651
Menswear || Polo shirt || Knitwear || Red || Solid,solid,8,8,0,6.216392116638084
Menswear || Polo shirt || Knitwear || Blue || Solid,solid,8,8,0,18.955865896404724
Menswear || Sweater || Knitwear || Blue || Solid,solid,8,8,0,14.85942252874676
Menswear || Sweater || Knitwear || Black || Solid,solid,8,8,0,4.043581146271351
Menswear || Sweater || Knitwear || Grey || Melange,solid,8,8,0,11.238308272638204
Menswear || Sweater || Knitwear || Green || Solid,solid,8,8,0,26.742831287187304
Menswear || Sweater || Knitwear || Beige || Melange,solid,8,8,0,7.003635240019933
Menswear || Sweater || Knitwear || Brown || Solid,solid,8,8,0,10.692914345582476
Baby/Children || Leggings/Tights || Jersey Basic || Pink || All over pattern,patterned,8,8,0,8.573514274799685
Menswear || Vest top || Jersey Basic || White || Solid,solid,8,8,0,1.2347818610193593
Menswear || Vest top || Jersey Basic || Black || Solid,solid,8,8,0,3.5007482027608026
Divided || T-shirt || Jersey Fancy || Pink || Solid,solid,8,8,1,7.79757319252508
Divided || T-shirt || Jersey Fancy || Khaki green || Solid,solid,8,8,0,8.276747508961295
Divided || Hoodie || Jersey Basic || Grey || Melange,solid,8,8,0,3.4818336971029282
Divided || T-shirt || Jersey Fancy || Black || Solid,solid,8,8,0,2.6572410335522876
Sport || Hoodie || Jersey Fancy || Black || Solid,solid,8,8,0,3.030253512654305
Menswear || Bag || Accessories || Black || Solid,solid,8,8,0,2.3458029081129768
Ladieswear || Dress || Jersey Fancy || Black || Solid,solid,8,8,0,23.661428823072207
Ladieswear || Dress || Jersey Fancy || Pink || Solid,solid,8,8,1,15.277536303240847
Menswear || Trousers || Trousers || Black || Denim,patterned,8,8,0,3.2294418721274387
Menswear || Trousers || Trousers || Brown || Solid,solid,8,8,0,7.572910814039309
Divided || Dress || Dresses Ladies || Black || Front print,patterned,8,8,0,3.121756191554173
Divided || Shorts || Jersey Basic || Black || Solid,solid,8,8,0,2.9000856452877413
Divided || Shorts || Jersey Basic || Orange || Solid,solid,5,5,0,5.130959231047241
Ladieswear || Earring || Accessories || Red || Solid,solid,8,8,1,20.75013558683178
Ladieswear || Bag || Accessories || Brown || Solid,solid,8,8,0,8.826513862011396
Ladieswear || Bag || Accessories || Pink || Solid,solid,8,8,0,6.18304807205196
Ladieswear || Bag || Accessories || Grey || Solid,solid,8,8,0,5.4339125561720465
Ladieswear || Bag || Accessories || Red || Solid,solid,8,8,1,12.490231217701258
Menswear || Hoodie || Jersey Basic || Red || Solid,solid,8,8,0,7.605202522765618
Menswear || Hoodie || Jersey Basic || Grey || Melange,solid,8,8,0,7.758599883873572
Menswear || Hoodie || Jersey Basic || Pink || Solid,solid,8,8,0,10.035674684895326
Menswear || Hoodie || Jersey Basic || Lilac Purple || Solid,solid,5,5,0,16.87490725602181
Sport || Other accessories || Accessories || Black || Solid,solid,8,8,0,18.930698874487476
Ladieswear || Hat/beanie || Accessories || Yellow || Solid,solid,8,8,0,4.521512805231269
Menswear || Trousers || Trousers || Grey || Melange,solid,8,8,0,5.593564949639133
Divided || Shorts || Shorts || White || Solid,solid,7,7,0,2.313273173313629
Divided || Bag || Accessories || Black || Solid,solid,8,8,0,3.3251357521290488
Menswear || Shirt || Shirts || White || Solid,solid,8,8,0,1.4477229042105924
Menswear || Shirt || Shirts || Black || Solid,solid,8,8,0,2.9179315706507505
Menswear || Shirt || Shirts || Blue || Stripe,patterned,8,8,0,4.094813741006004
Menswear || Shirt || Shirts || Blue || Melange,solid,8,8,0,9.751825725189166
Menswear || Shirt || Shirts || Blue || Solid,solid,8,8,1,9.533962223616054
Menswear || Shirt || Shirts || Blue || Dot,patterned,8,8,1,22.788213354194788
Divided || Jacket || Outdoor || Blue || Solid,solid,8,8,2,15.046237361329705
Ladieswear || Sweater || Knitwear || Grey || Melange,solid,8,8,0,12.244044537069458
Menswear || Trousers || Trousers || Khaki green || All over pattern,patterned,8,8,0,6.336155058537301
Menswear || Shirt || Shirts || Green || Solid,solid,8,8,0,11.58349500908471
Menswear || Shirt || Shirts || Blue || All over pattern,patterned,8,8,0,15.005821913252525
"Ladieswear || Underwear bottom || Under-, Nightwear || Black || Lace",patterned,8,8,1,2.104879972473066
Baby/Children || Trousers || Trousers || Blue || Solid,solid,8,8,0,7.87874468653174
Baby/Children || Trousers || Trousers || Brown || Solid,solid,8,8,0,12.130279999675146
Ladieswear || Shorts || Jersey Basic || Black || Solid,solid,8,8,0,1.4571618084094438
Ladieswear || Shorts || Jersey Basic || Grey || Melange,solid,8,8,0,9.326885163264146
Menswear || Trousers || Trousers Denim || Blue || Denim,patterned,8,8,0,10.264066146823302
Menswear || Trousers || Trousers Denim || Black || Denim,patterned,8,8,0,3.1367044145636807
Ladieswear || T-shirt || Jersey Fancy || Blue || Stripe,patterned,8,8,0,7.563142063662365
Ladieswear || T-shirt || Jersey Fancy || White || Solid,solid,8,8,0,2.5551290634393453
Divided || Shorts || Trousers Denim || Blue || Denim,patterned,8,8,0,9.82047563124214
Divided || Sunglasses || Accessories || Black || Solid,solid,8,8,0,9.2426140513862
Baby/Children || Sweater || Knitwear || Grey || Solid,solid,8,8,0,9.586620916621978
Baby/Children || Sweater || Knitwear || Pink || Solid,solid,8,8,0,10.278596356694237
Divided || Trousers || Trousers Denim || Black || Solid,solid,5,5,0,3.0445320413606947
Divided || Trousers || Trousers Denim || Grey || Denim,patterned,8,8,0,5.947567614988792
Divided || Trousers || Trousers Denim || Black || Denim,patterned,8,8,0,4.101267268836086
Divided || Trousers || Trousers Denim || White || Denim,patterned,8,8,0,3.0356290776881143
Divided || Trousers || Trousers Denim || Green || Denim,patterned,8,8,0,6.079991841274937
Ladieswear || Trousers || Trousers Denim || Black || Solid,solid,5,5,0,5.115559083176605
Ladieswear || Trousers || Trousers Denim || Blue || Denim,patterned,8,8,0,10.937883747228039
Menswear || Cardigan || Knitwear || Grey || Melange,solid,8,8,1,7.776872139782264
Divided || Dress || Dresses Ladies || White || All over pattern,patterned,8,8,0,8.500991724461567
Divided || Dress || Dresses Ladies || Pink || Solid,solid,8,8,0,19.664617919111066
Divided || Dress || Dresses Ladies || Beige || All over pattern,patterned,8,8,0,11.389683413253533
Divided || Dress || Dresses Ladies || Green || All over pattern,patterned,8,8,1,16.925142285404643
Ladieswear || Scarf || Accessories || Beige || Solid,solid,8,8,0,13.138359743507273
Baby/Children || Hoodie || Jersey Basic || Red || Solid,solid,8,8,0,7.569922913739115
Baby/Children || Vest top || Jersey Basic || White || Solid,solid,8,8,1,2.6179073268345854
Sport || Trousers || Jersey Fancy || Grey || Melange,solid,8,8,0,4.57403296979449
Divided || Sweater || Jersey Fancy || Grey || Melange,solid,8,8,0,8.617341310886685
Baby/Children || Sweater || Jersey Basic || Blue || Solid,solid,8,8,0,10.718853535832816
Baby/Children || Sweater || Jersey Basic || Black || Solid,solid,8,8,0,1.3641194727830344
Divided || Dress || Dresses Ladies || Pink || All over pattern,patterned,8,8,1,14.683948326863355
Divided || Blouse || Blouses || Blue || Solid,solid,8,8,0,17.93283228232431
Ladieswear || Top || Jersey Fancy || Black || Solid,solid,8,8,0,2.5056493103125366
Menswear || Jacket || Outdoor || Blue || Denim,patterned,8,8,1,16.01539550629279
Menswear || Jacket || Outdoor || Black || Denim,patterned,8,8,0,4.052202811320486
Ladieswear || Bracelet || Accessories || Metal || Solid,solid,8,8,0,7.748320494122689
Divided || Vest top || Jersey Basic || Lilac Purple || Solid,solid,8,8,0,11.216215437965879
Divided || Vest top || Jersey Basic || Beige || Solid,solid,8,8,0,2.0461184152337935
Divided || Vest top || Jersey Fancy || Black || Solid,solid,8,8,0,2.4034083170687626
Divided || T-shirt || Jersey Fancy || Orange || Solid,solid,5,5,0,5.411139616094131
Menswear || Jacket || Outdoor || Khaki green || Solid,solid,8,8,1,6.818516508721363
"Baby/Children || Pyjama set || Under-, Nightwear || Grey || All over pattern",patterned,8,8,0,6.6235786642878285
"Baby/Children || Pyjama set || Under-, Nightwear || White || Front print",patterned,8,8,0,7.306738197338838
Divided || T-shirt || Jersey Fancy || Turquoise || Solid,solid,7,7,0,18.479235779854726
Divided || Sweater || Knitwear || Mole || Solid,solid,8,8,0,3.7572147308023047
Menswear || Other shoe || Shoes || Black || Solid,solid,8,8,0,3.270209294056197
Ladieswear || Sneakers || Shoes || Grey || Solid,solid,8,8,0,13.046663146197485
Divided || Trousers || Trousers || Black || Solid,solid,8,8,0,4.55682335216404
"Ladieswear || Bra || Under-, Nightwear || Orange || Solid",solid,8,8,1,22.532016506715312
Divided || Leggings/Tights || Trousers || Black || Solid,solid,8,8,0,4.126868454957231
Menswear || Trousers || Trousers || Blue || Check,patterned,8,8,0,6.6519839988046
Divided || Trousers || Trousers || Grey || Solid,solid,8,8,0,3.7140667398279823
Divided || Jacket || Trousers Denim || Black || Denim,patterned,8,8,1,12.656932947549974
"Ladieswear || Bra || Under-, Nightwear || Black || Contrast",patterned,8,8,0,7.252725627045264
Baby/Children || Bodysuit || Jersey Fancy || White || Solid,solid,8,8,0,1.583479798609208
Ladieswear || Boots || Shoes || Beige || Solid,solid,8,8,0,8.558202940915102
Sport || T-shirt || Jersey Fancy || Black || Placement print,patterned,6,6,0,2.935549239491417
Menswear || Hoodie || Jersey Basic || Black || Solid,solid,8,8,0,2.348435375488705
Ladieswear || Skirt || Skirts || Orange || Solid,solid,8,8,0,10.150033238732183
Sport || Top || Jersey Fancy || Black || Solid,solid,8,8,0,2.410607043394928
Divided || Blouse || Blouses || Pink || All over pattern,patterned,8,8,0,6.6938797219522765
Divided || Sweater || Jersey Fancy || Pink || Solid,solid,8,8,0,19.97865983688614
Divided || Sweater || Jersey Fancy || Red || Solid,solid,8,8,0,3.867882795563701
Divided || Dungarees || Trousers Denim || Blue || Denim,patterned,8,8,0,14.959090979706195
"Ladieswear || Underwear bottom || Under-, Nightwear || Grey || Melange",solid,8,8,1,12.223444032847372
Divided || Bag || Accessories || Brown || Solid,solid,8,8,0,3.3574191444785493
"Ladieswear || Bra || Under-, Nightwear || Blue || Solid",solid,8,8,0,6.401302751689048
Ladieswear || Trousers || Trousers || Black || Denim,patterned,8,8,0,4.279661170376079
Ladieswear || Scarf || Accessories || Blue || All over pattern,patterned,8,8,0,9.928833764650802
Divided || Dress || Dresses Ladies || Grey || Melange,solid,8,8,0,12.293203805804094
Ladieswear || T-shirt || Jersey Fancy || Blue || Solid,solid,8,8,0,15.801935350901092
Ladieswear || Top || Jersey Fancy || White || Solid,solid,8,8,0,4.30902878020771
Ladieswear || T-shirt || Jersey Fancy || Pink || Melange,solid,8,8,0,15.696449789893975
Ladieswear || T-shirt || Jersey Fancy || Red || Solid,solid,8,8,0,21.331217135179813
Ladieswear || Bag || Accessories || Yellow || Solid,solid,8,8,0,7.396585527451209
"Ladieswear || Underwear body || Under-, Nightwear || Black || Solid",solid,8,8,0,1.7299526437344965
Ladieswear || Trousers || Trousers || Red || Solid,solid,8,8,0,4.722770632053792
Ladieswear || T-shirt || Jersey Fancy || Grey || Melange,solid,8,8,0,2.531798806489573
Menswear || T-shirt || Jersey Basic || Black || Solid,solid,8,8,0,7.4758679869496305
Menswear || Trousers || Jersey Fancy || Grey || Melange,solid,8,8,0,7.7005660941107035
Sport || Shorts || Jersey Fancy || Blue || Solid,solid,6,6,0,11.343879384646046
Ladieswear || Shorts || Trousers || Blue || Denim,patterned,8,8,0,6.987346003598027
Ladieswear || Trousers || Jersey Fancy || Black || Solid,solid,8,8,0,2.998599663332309
Ladieswear || Trousers || Jersey Fancy || Grey || Melange,solid,8,8,0,4.810670769244465
Ladieswear || Dress || Blouses || Red || Solid,solid,8,8,0,7.047400021793933
Baby/Children || Hoodie || Jersey Basic || Khaki green || Solid,solid,8,8,0,5.487043963981187
Baby/Children || Hoodie || Jersey Basic || Yellow || Solid,solid,8,8,0,7.396367485095892
Ladieswear || T-shirt || Jersey Fancy || Brown || Solid,solid,7,7,0,7.881510152045743
