rank_unguarded,style_key,index_group_name,product_type_name,garment_group_name,perceived_colour_master_name,graphical_appearance_name,price_index_level,predicted_intensity,guard1_n_active_articles_trailing_mean,guard3_n_weeks_active_trailing,guard1_pass,guard2_pass,guard3_pass,y_true_log,realised_intensity
1,Ladieswear || Swimwear bottom || Swimwear || Black || Other structure,Ladieswear,Swimwear bottom,Swimwear,Black,Other structure,1.0520850194045759,99.76661952553334,10.461538461538462,52,true,true,true,3.931752425220386,49.99626655395887
710,Ladieswear || Top || Jersey Fancy || Red || Stripe,Ladieswear,Top,Jersey Fancy,Red,Stripe,1.0046755177124405,13.531527293959268,3.4615384615384617,51,false,true,true,2.1055402946471973,7.211538461538462
711,Ladieswear || Top || Blouses || Yellow || Solid,Ladieswear,Top,Blouses,Yellow,Solid,1.0645877131511328,13.520768900658041,1.7692307692307692,49,false,true,true,3.2165654657350164,23.94230769230769
712,Ladieswear || Sunglasses || Accessories || Brown || Melange,Ladieswear,Sunglasses,Accessories,Brown,Melange,1.1914047478357108,13.46394730650079,5.538461538461538,50,false,true,true,2.2690182080597183,8.669902319902318
713,Ladieswear || Sunglasses || Accessories || Green || Solid,Ladieswear,Sunglasses,Accessories,Green,Solid,1.0369831480356955,13.445227747491478,0.9230769230769231,42,false,true,true,3.2396834773746046,24.525641025641026
714,Ladieswear || Trousers || Trousers || Green || Solid,Ladieswear,Trousers,Trousers,Green,Solid,0.5957573246154666,13.444838040429754,8.615384615384615,52,false,false,true,2.491832480687107,11.08339843916767
715,Divided || Sweater || Jersey Basic || Mole || Solid,Divided,Sweater,Jersey Basic,Mole,Solid,,13.4362981901527,2.769230769230769,45,false,false,true,2.403126322215923,10.057692307692308
716,Ladieswear || Blazer || Dressed || Grey || Solid,Ladieswear,Blazer,Dressed,Grey,Solid,0.9629673260224322,13.426601269382788,1.0769230769230769,52,false,true,true,3.495924641018613,31.980769230769226
717,Ladieswear || Blouse || Blouses || Blue || Stripe,Ladieswear,Blouse,Blouses,Blue,Stripe,1.1192147003453892,13.41616616045577,29.46153846153846,52,true,true,true,2.3679891600627627,9.67590315332397
718,Ladieswear || Skirt || Skirts || Pink || Solid,Ladieswear,Skirt,Skirts,Pink,Solid,1.205571097821903,13.405233537329842,10.153846153846153,52,true,true,true,2.7576476159888417,14.762719331950096
719,Ladieswear || Blouse || Blouses || Pink || All over pattern,Ladieswear,Blouse,Blouses,Pink,All over pattern,1.1768546546710603,13.3964588304205,8.23076923076923,51,false,true,true,2.6923970060504048,13.767030192030191
720,Ladieswear || Vest top || Jersey Basic || Pink || Solid,Ladieswear,Vest top,Jersey Basic,Pink,Solid,0.5946473001143164,13.360121986551384,1.0769230769230769,14,false,false,false,2.0649134411169263,6.884615384615386
721,Ladieswear || Dress || Jersey Fancy || Orange || Solid,Ladieswear,Dress,Jersey Fancy,Orange,Solid,1.090592268345533,13.335070095556524,7.923076923076923,52,false,true,true,2.6553679256590446,13.230220759632525
722,Ladieswear || Cardigan || Knitwear || Pink || Solid,Ladieswear,Cardigan,Knitwear,Pink,Solid,0.5195062417598082,13.276381221315546,4.153846153846154,52,false,false,true,2.9006464275593142,17.185897435897434
723,Ladieswear || Sweater || Jersey Basic || Beige || Solid,Ladieswear,Sweater,Jersey Basic,Beige,Solid,0.9168782893141016,13.270055290517739,2.4615384615384617,52,false,true,true,2.910118520830999,17.358974358974354
724,Sport || Sweater || Jersey Fancy || Black || Solid,Sport,Sweater,Jersey Fancy,Black,Solid,0.7167319168578842,13.26296954080685,2.230769230769231,52,false,false,true,1.9385571747500543,5.948717948717947
725,Ladieswear || T-shirt || Jersey Fancy || Yellow || Solid,Ladieswear,T-shirt,Jersey Fancy,Yellow,Solid,1.0465223087510014,13.23271425418156,6.3076923076923075,52,false,true,true,2.2153339270175745,8.164468864468866
726,Ladieswear || Dress || Blouses || White || Solid,Ladieswear,Dress,Blouses,White,Solid,1.082643516581406,13.224435398494052,10.307692307692308,52,true,true,true,2.603827242750239,12.51536576168929
727,Ladieswear || Jacket || Outdoor || Beige || Solid,Ladieswear,Jacket,Outdoor,Beige,Solid,0.884826090613397,13.209032403759135,33.84615384615385,52,true,true,true,2.5585304614477575,11.916821594184059
728,Ladieswear || Trousers || Trousers || Brown || Check,Ladieswear,Trousers,Trousers,Brown,Check,0.7689601685394909,13.19188887628042,2.6153846153846154,52,false,false,true,2.1279264089456604,7.3974358974359
729,Divided || Sweater || Jersey Basic || Black || Solid,Divided,Sweater,Jersey Basic,Black,Solid,0.7998710292199085,13.181891993946167,5.0,52,false,false,true,2.990912987118042,18.903846153846157
730,"Ladieswear || Pyjama set || Under-, Nightwear || Grey || Solid",Ladieswear,Pyjama set,"Under-, Nightwear",Grey,Solid,1.025007743315705,13.161035608367673,1.7692307692307692,28,false,true,true,1.6533321059913257,4.2243589743589745
731,Ladieswear || T-shirt || Jersey Fancy || White || Stripe,Ladieswear,T-shirt,Jersey Fancy,White,Stripe,0.8834175626725128,13.154708657663113,3.1538461538461537,52,false,true,true,1.834572154999698,5.262454212454213
732,Divided || Dress || Dresses Ladies || Beige || Glittering/Metallic,Divided,Dress,Dresses Ladies,Beige,Glittering/Metallic,0.3660764777164401,13.148404363169604,2.6153846153846154,52,false,false,true,2.814947996078923,15.692307692307693
733,Ladieswear || Vest top || Blouses || Orange || Solid,Ladieswear,Vest top,Blouses,Orange,Solid,1.130939726369288,13.146464407439773,4.384615384615385,51,false,true,true,2.644601846607749,13.077838827838827
734,Divided || T-shirt || Jersey Fancy || Pink || Solid,Divided,T-shirt,Jersey Fancy,Pink,Solid,1.0542852920266477,13.107916790253839,11.692307692307692,52,true,true,true,2.5364775611183834,11.63508617450925
735,Ladieswear || Blazer || Dressed || Brown || Check,Ladieswear,Blazer,Dressed,Brown,Check,1.9217250816050646,13.102313127729488,0.8461538461538461,48,false,true,true,3.945308983061613,50.69230769230769
736,Ladieswear || Top || Jersey Fancy || Blue || Stripe,Ladieswear,Top,Jersey Fancy,Blue,Stripe,1.210230746179203,13.074498522854052,8.846153846153847,52,false,true,true,2.7182688800689565,14.154066019450637
737,Menswear || Sweater || Jersey Basic || Beige || Solid,Menswear,Sweater,Jersey Basic,Beige,Solid,1.0056561838432916,13.037819016336487,1.6153846153846154,52,false,true,true,3.2381755605269276,24.487179487179485
738,Ladieswear || Dress || Dresses Ladies || Turquoise || Solid,Ladieswear,Dress,Dresses Ladies,Turquoise,Solid,1.1190314432560942,13.028285034531343,8.23076923076923,52,false,true,true,2.5932182167820055,12.372738799661875
739,Divided || Dress || Jersey Basic || Grey || Solid,Divided,Dress,Jersey Basic,Grey,Solid,1.0189318996743646,13.013935175027386,4.153846153846154,43,false,true,true,3.3876010961472196,28.594871794871793
740,"Ladieswear || Pyjama set || Under-, Nightwear || Grey || Melange",Ladieswear,Pyjama set,"Under-, Nightwear",Grey,Melange,0.7113925302186977,12.942147541478274,3.6153846153846154,44,false,false,true,3.7920177221878566,43.345787545787545
741,Sport || T-shirt || Jersey Fancy || Black || Solid,Sport,T-shirt,Jersey Fancy,Black,Solid,0.8668998607016946,12.936263285161656,6.3076923076923075,52,false,true,true,3.1278804985045277,21.825549450549453
742,Ladieswear || Sandals || Shoes || Yellow || Solid,Ladieswear,Sandals,Shoes,Yellow,Solid,1.0604682588540646,12.936097726660515,6.0,51,false,true,true,2.0191427344887316,6.531865356865359
743,Ladieswear || Blazer || Dressed || Pink || Check,Ladieswear,Blazer,Dressed,Pink,Check,,12.934241912687328,3.1538461538461537,42,false,false,true,2.820462715937434,15.784615384615385
744,Divided || T-shirt || Jersey Fancy || Orange || Solid,Divided,T-shirt,Jersey Fancy,Orange,Solid,1.0453960590312876,12.921194728902195,1.9230769230769231,15,false,true,false,2.947134398588113,18.051282051282055
745,Ladieswear || Blouse || Blouses || Yellow || Solid,Ladieswear,Blouse,Blouses,Yellow,Solid,1.0612708630005514,12.917809545390037,11.153846153846153,52,true,true,true,2.7821406186830364,15.153562582465298
746,"Ladieswear || Pyjama set || Under-, Nightwear || Pink || Solid",Ladieswear,Pyjama set,"Under-, Nightwear",Pink,Solid,0.7743111077679542,12.871569424560729,3.923076923076923,50,false,false,true,3.0434840477452583,19.978205128205133
747,Divided || Dress || Dresses Ladies || Pink || All over pattern,Divided,Dress,Dresses Ladies,Pink,All over pattern,1.2615118991095802,12.850345586994822,18.53846153846154,52,true,true,true,2.87874186405687,16.79187449547357
748,Divided || Sunglasses || Accessories || Black || Solid,Divided,Sunglasses,Accessories,Black,Solid,0.8410904937668446,12.818755440248886,6.3076923076923075,52,false,false,true,1.7224464682317446,4.5982075616691
749,Ladieswear || Sweater || Knitwear || White || Stripe,Ladieswear,Sweater,Knitwear,White,Stripe,0.9589776127697837,12.816795263749421,2.769230769230769,52,false,true,true,3.380340352525832,28.380769230769232
750,Ladieswear || T-shirt || Jersey Fancy || Green || Solid,Ladieswear,T-shirt,Jersey Fancy,Green,Solid,3.081423749888977,12.816303240984661,2.1538461538461537,47,false,true,true,,
751,Divided || Trousers || Trousers || Beige || All over pattern,Divided,Trousers,Trousers,Beige,All over pattern,0.8928647131879898,12.809803217122328,4.461538461538462,52,false,true,true,2.881500616588195,16.841025641025638
752,Ladieswear || Blouse || Blouses || Blue || Denim,Ladieswear,Blouse,Blouses,Blue,Denim,0.5283201894731538,12.76143157358089,2.8461538461538463,51,false,false,true,3.2390805834656677,24.510256410256414
753,Divided || Flat shoe || Shoes || Black || Solid,Divided,Flat shoe,Shoes,Black,Solid,1.0210436839991148,12.757758164158094,1.0,20,false,true,false,3.231108393303835,24.307692307692307
754,Ladieswear || Dress || Dresses Ladies || Black || Dot,Ladieswear,Dress,Dresses Ladies,Black,Dot,1.1184364437600567,12.742847494987817,1.9230769230769231,28,false,true,true,2.668829487948929,13.423076923076925
755,Ladieswear || Top || Jersey Basic || Blue || Solid,Ladieswear,Top,Jersey Basic,Blue,Solid,1.0296037470198793,12.73278829221576,0.7692307692307693,30,false,true,true,1.8658674413817768,5.461538461538462
756,Ladieswear || Cardigan || Knitwear || Beige || Solid,Ladieswear,Cardigan,Knitwear,Beige,Solid,0.9954586365220802,12.731645077778934,2.4615384615384617,51,false,true,true,2.5972618760895085,12.42692307692308
757,Ladieswear || Blouse || Blouses || Blue || Solid,Ladieswear,Blouse,Blouses,Blue,Solid,1.0816103870700577,12.687073082561625,26.923076923076923,52,true,true,true,2.3081831652619345,9.056137707545304
758,Menswear || Polo shirt || Jersey Fancy || Black || All over pattern,Menswear,Polo shirt,Jersey Fancy,Black,All over pattern,1.0862140468739239,12.673700908728874,1.3076923076923077,34,false,true,true,2.7029088016017915,13.923076923076925
759,Divided || Vest top || Blouses || Black || All over pattern,Divided,Vest top,Blouses,Black,All over pattern,0.8216827462259707,12.670615942813926,7.0,52,false,false,true,3.5924213324040672,35.32191697191697
760,Divided || Jacket || Outdoor || Yellow || Solid,Divided,Jacket,Outdoor,Yellow,Solid,0.5168385886184028,12.662372895149447,1.4615384615384615,49,false,false,true,2.750716647421113,14.653846153846153
761,Ladieswear || Top || Jersey Fancy || Green || Solid,Ladieswear,Top,Jersey Fancy,Green,Solid,0.9300721046201182,12.62706711040985,13.307692307692308,52,true,true,true,2.725495247473244,14.263971498586882
762,Ladieswear || Sunglasses || Accessories || Black || Solid,Ladieswear,Sunglasses,Accessories,Black,Solid,0.9243063569051599,12.577657537921326,27.307692307692307,52,true,true,true,2.4677957624085938,10.796416069427476
763,"Ladieswear || Underwear bottom || Under-, Nightwear || Black || Contrast",Ladieswear,Underwear bottom,"Under-, Nightwear",Black,Contrast,1.020385685646812,12.564682988857621,3.4615384615384617,52,false,true,true,1.3830840854896425,2.9871794871794872
764,Ladieswear || Sweater || Knitwear || Yellow || Solid,Ladieswear,Sweater,Knitwear,Yellow,Solid,1.0650492554481497,12.523780799261765,11.307692307692308,52,true,true,true,1.6557412680895722,4.2369604754220145
765,Ladieswear || Hair clip || Accessories || Black || Solid,Ladieswear,Hair clip,Accessories,Black,Solid,0.6233811775768134,12.51817883622683,5.076923076923077,47,false,false,true,2.774966844644749,15.038095238095242
766,Ladieswear || Wedge || Shoes || Black || Solid,Ladieswear,Wedge,Shoes,Black,Solid,1.0738120474692192,12.488560438023022,13.461538461538462,52,true,true,true,2.887633397451298,16.95077693799413
767,Ladieswear || Sweater || Knitwear || Green || Melange,Ladieswear,Sweater,Knitwear,Green,Melange,1.1441818091936398,12.476190143565258,5.3076923076923075,52,false,true,true,1.286969723896904,2.6217948717948723
768,Menswear || T-shirt || Jersey Basic || Red || Stripe,Menswear,T-shirt,Jersey Basic,Red,Stripe,0.7288649588843706,12.466589426146284,3.5384615384615383,52,false,false,true,2.1187238900144982,7.320512820512821
769,Ladieswear || Hoodie || Jersey Basic || White || Solid,Ladieswear,Hoodie,Jersey Basic,White,Solid,1.0455532726739067,12.45692331489568,1.0,51,false,true,true,3.005301724570142,19.192307692307697
770,Ladieswear || Shorts || Trousers || Blue || Solid,Ladieswear,Shorts,Trousers,Blue,Solid,1.1645816394907305,12.451894717583324,9.76923076923077,52,false,true,true,2.3613722163962403,9.605494505494505
771,Ladieswear || Vest top || Jersey Basic || Brown || Solid,Ladieswear,Vest top,Jersey Basic,Brown,Solid,0.6108524490571906,12.44808348970041,1.6153846153846154,52,false,false,true,2.492357455943866,11.089743589743591
772,Ladieswear || Wedge || Shoes || Brown || Solid,Ladieswear,Wedge,Shoes,Brown,Solid,0.6878673791127966,12.442454168198195,3.769230769230769,42,false,false,true,2.1957990603449984,7.987179487179487
773,Divided || Sweater || Jersey Basic || Grey || Melange,Divided,Sweater,Jersey Basic,Grey,Melange,1.1201671035386633,12.432925155383902,2.4615384615384617,52,false,true,true,2.1872030188752003,7.910256410256409
774,Sport || Bra || Jersey Fancy || Black || Colour blocking,Sport,Bra,Jersey Fancy,Black,Colour blocking,2.138358448422311,12.42255520087716,1.2307692307692308,50,false,true,true,1.4332513442076618,3.1923076923076925
775,Divided || Skirt || Skirts || Pink || Solid,Divided,Skirt,Skirts,Pink,Solid,1.1622441236260552,12.411860924466014,4.846153846153846,52,false,true,true,2.530674325199799,11.56197413697414
776,Ladieswear || Blouse || Blouses || White || All over pattern,Ladieswear,Blouse,Blouses,White,All over pattern,1.0585060087302713,12.39854711527037,31.76923076923077,52,true,true,true,2.7465553373092644,14.588840992679215
777,Menswear || Top || Jersey Basic || Blue || Stripe,Menswear,Top,Jersey Basic,Blue,Stripe,1.3981876827400568,12.397953272415807,1.4615384615384615,50,false,true,true,2.1843211725003115,7.884615384615385
778,Ladieswear || Leggings/Tights || Jersey Fancy || Black || Solid,Ladieswear,Leggings/Tights,Jersey Fancy,Black,Solid,0.9808834742766059,12.397240432744356,18.46153846153846,52,true,true,true,3.066268932824171,20.46167814365082
779,Divided || Dress || Jersey Basic || Grey || Melange,Divided,Dress,Jersey Basic,Grey,Melange,0.8439542887898293,12.383622743215248,7.076923076923077,52,false,false,true,2.4990459131067158,11.170876345876346
780,Ladieswear || Swimwear bottom || Swimwear || White || Lace,Ladieswear,Swimwear bottom,Swimwear,White,Lace,1.3107277579972028,12.372723308985542,1.0769230769230769,27,false,true,true,3.7022511910798257,39.53846153846154
781,Ladieswear || Dress || Dresses Ladies || White || Stripe,Ladieswear,Dress,Dresses Ladies,White,Stripe,1.3314596866062813,12.329687369750417,9.692307692307692,52,false,true,true,3.0785442969982872,20.726751667136288
782,Ladieswear || Dress || Blouses || Black || Solid,Ladieswear,Dress,Blouses,Black,Solid,0.9646237473636328,12.318678747858243,25.46153846153846,52,true,true,true,2.5213668364659063,11.445596137821418
783,Divided || Blouse || Blouses || Black || Solid,Divided,Blouse,Blouses,Black,Solid,0.8178710949133065,12.27916401447457,18.76923076923077,52,true,false,true,2.803819977044503,15.507585079179506
784,Menswear || Swimwear bottom || Swimwear || Blue || All over pattern,Menswear,Swimwear bottom,Swimwear,Blue,All over pattern,0.8910463683441724,12.272244739990668,7.076923076923077,48,false,true,true,2.543175698877274,11.720001793078715
785,Ladieswear || Dress || Blouses || Green || Solid,Ladieswear,Dress,Blouses,Green,Solid,0.7227178002808312,12.212755414761299,7.3076923076923075,50,false,false,true,1.7671719080996424,4.854273504273504
786,Ladieswear || Top || Jersey Basic || Black || Stripe,Ladieswear,Top,Jersey Basic,Black,Stripe,0.877094343865962,12.202652952475592,0.46153846153846156,45,false,true,true,1.8835670184811777,5.576923076923077
787,Sport || Socks || Accessories || Black || Solid,Sport,Socks,Accessories,Black,Solid,0.9236159978362398,12.178603235963433,6.923076923076923,52,false,true,true,2.416596356070795,10.207647480724402
788,Ladieswear || Socks || Socks and Tights || Pink || Glittering/Metallic,Ladieswear,Socks,Socks and Tights,Pink,Glittering/Metallic,0.8013014527845036,12.169173094483353,1.6153846153846154,25,false,false,false,2.5868961051862427,12.28846153846154
789,Divided || Blouse || Blouses || White || Embroidery,Divided,Blouse,Blouses,White,Embroidery,0.8044091636743294,12.080642931490821,8.307692307692308,52,false,false,true,2.4519519782133656,10.610989010989014
790,Divided || Dress || Dresses Ladies || Lilac Purple || Solid,Divided,Dress,Dresses Ladies,Lilac Purple,Solid,,12.076852647342896,3.230769230769231,16,false,false,false,3.2542939674560336,24.901320901320897
791,Divided || Sweater || Knitwear || White || Stripe,Divided,Sweater,Knitwear,White,Stripe,1.4467684736194544,12.004033897027185,0.38461538461538464,40,false,true,true,2.445685936634719,10.538461538461537
792,Menswear || Hoodie || Jersey Basic || Khaki green || Solid,Menswear,Hoodie,Jersey Basic,Khaki green,Solid,0.9759980101977368,12.003516465631755,2.3076923076923075,51,false,true,true,1.7197859696029658,4.583333333333334
793,Ladieswear || Vest top || Jersey Fancy || Blue || Stripe,Ladieswear,Vest top,Jersey Fancy,Blue,Stripe,1.2465789631108974,12.001122813652437,2.4615384615384617,52,false,true,true,1.5621850275835547,3.7692307692307683
794,Divided || Dress || Dresses Ladies || Red || Solid,Divided,Dress,Dresses Ladies,Red,Solid,0.9866399337094942,11.98071401068017,15.23076923076923,52,true,true,true,2.7478541057446164,14.609100440622178
795,Divided || Hoodie || Jersey Basic || Mole || Solid,Divided,Hoodie,Jersey Basic,Mole,Solid,,11.974113829918966,2.5384615384615383,41,false,false,true,1.929289267819273,5.884615384615385
796,Ladieswear || Dress || Jersey Fancy || Beige || Melange,Ladieswear,Dress,Jersey Fancy,Beige,Melange,0.9931095946183776,11.970397607130034,1.6153846153846154,32,false,true,true,3.5476260153955033,33.730769230769226
797,Ladieswear || Blouse || Blouses || Mole || All over pattern,Ladieswear,Blouse,Blouses,Mole,All over pattern,0.7514954566538773,11.95044935392446,2.4615384615384617,40,false,false,true,2.758467043141519,14.775641025641026
798,Ladieswear || Top || Jersey Fancy || Blue || All over pattern,Ladieswear,Top,Jersey Fancy,Blue,All over pattern,1.0815689334586458,11.93232222318027,6.153846153846154,52,false,true,true,2.5175955379808492,11.398748473748473
799,Divided || Dress || Dresses Ladies || Black || Check,Divided,Dress,Dresses Ladies,Black,Check,0.6007833331888535,11.906179662973416,8.384615384615385,52,false,false,true,3.0976246625959045,21.14528623086315
800,Sport || Bra || Jersey Fancy || Blue || Solid,Sport,Bra,Jersey Fancy,Blue,Solid,1.020826553293277,11.881261811417119,1.0,37,false,true,true,3.563010934234983,34.269230769230774
801,Sport || Swimwear bottom || Accessories || Black || Solid,Sport,Swimwear bottom,Accessories,Black,Solid,0.9861388508619673,11.867435839081786,2.6153846153846154,52,false,true,true,2.5349170703626616,11.615384615384613
802,Menswear || Swimwear bottom || Swimwear || Blue || Stripe,Menswear,Swimwear bottom,Swimwear,Blue,Stripe,1.128607081578537,11.837515370749143,1.7692307692307692,51,false,true,true,2.443461241612608,10.512820512820513
803,Ladieswear || Dress || Jersey Fancy || Brown || Solid,Ladieswear,Dress,Jersey Fancy,Brown,Solid,1.3703694438353604,11.836653574941685,3.923076923076923,52,false,true,true,3.0615320182454315,20.360256410256415
804,Ladieswear || Cap/peaked || Accessories || Beige || Solid,Ladieswear,Cap/peaked,Accessories,Beige,Solid,0.7683503551971045,11.807704956691314,3.5384615384615383,33,false,false,true,2.1256337063746846,7.378205128205126
805,Divided || Jumpsuit/Playsuit || Dresses Ladies || White || Stripe,Divided,Jumpsuit/Playsuit,Dresses Ladies,White,Stripe,1.1643181553511122,11.797397689502452,2.3846153846153846,52,false,true,true,1.4544321662871087,3.282051282051282
806,Ladieswear || Trousers || Jersey Fancy || Blue || Stripe,Ladieswear,Trousers,Jersey Fancy,Blue,Stripe,1.349293781574841,11.787431501503859,1.5384615384615385,43,false,true,true,3.3865608741394126,28.564102564102566
807,Divided || Top || Jersey Basic || Pink || Solid,Divided,Top,Jersey Basic,Pink,Solid,0.5920228243808365,11.787385413135759,2.4615384615384617,52,false,false,true,2.549545326166278,11.801282051282051
808,Menswear || Hoodie || Jersey Basic || Beige || Solid,Menswear,Hoodie,Jersey Basic,Beige,Solid,0.9855659003307013,11.770833082721778,3.0,52,false,true,true,3.0169793071677993,19.42948717948718
809,Ladieswear || Sweater || Jersey Fancy || Green || Solid,Ladieswear,Sweater,Jersey Fancy,Green,Solid,1.6761314833763412,11.753314351734378,2.3076923076923075,52,false,true,true,3.0790241348761014,20.737179487179482
810,Menswear || Polo shirt || Jersey Fancy || Blue || All over pattern,Menswear,Polo shirt,Jersey Fancy,Blue,All over pattern,1.107545634228578,11.73348359673836,2.6923076923076925,33,false,true,true,2.804758005173173,15.523076923076925
811,Ladieswear || Blazer || Dressed || Orange || Solid,Ladieswear,Blazer,Dressed,Orange,Solid,0.9580789642431969,11.73264400116686,2.6153846153846154,13,false,true,false,2.697740831443349,13.846153846153847
812,Divided || Shirt || Blouses || Pink || Stripe,Divided,Shirt,Blouses,Pink,Stripe,0.8276650260834301,11.72207248855781,2.076923076923077,44,false,false,true,3.8328132840585014,45.192307692307686
813,Ladieswear || Bag || Accessories || Brown || Solid,Ladieswear,Bag,Accessories,Brown,Solid,0.9448347737102956,11.687460198770284,9.0,52,false,true,true,2.3913653563517654,9.928404928404928
814,Menswear || Shorts || Shorts || Black || Solid,Menswear,Shorts,Shorts,Black,Solid,1.3631388204706836,11.673713125955329,15.384615384615385,52,true,true,true,2.2839898731018153,8.815766045232586
815,"Ladieswear || Bra || Under-, Nightwear || Grey || Melange",Ladieswear,Bra,"Under-, Nightwear",Grey,Melange,0.8901955076698082,11.66354568970998,15.461538461538462,52,true,true,true,2.689575755906772,13.725427419488502
816,Divided || Trousers || Trousers || Khaki green || All over pattern,Divided,Trousers,Trousers,Khaki green,All over pattern,1.0185917127421371,11.659572732359882,2.076923076923077,52,false,true,true,1.578185368929996,3.8461538461538467
817,Divided || Shirt || Blouses || White || Stripe,Divided,Shirt,Blouses,White,Stripe,0.809474629546475,11.633769460615582,1.4615384615384615,41,false,false,true,2.983737546654301,18.76153846153846
818,Divided || Sweater || Knitwear || Yellow || Solid,Divided,Sweater,Knitwear,Yellow,Solid,0.5271750433364399,11.630368626512773,8.076923076923077,52,false,false,true,2.139965605398745,7.499145299145297
819,Divided || T-shirt || Jersey Fancy || Yellow || Placement print,Divided,T-shirt,Jersey Fancy,Yellow,Placement print,0.5276432606941082,11.568147156791655,2.1538461538461537,49,false,false,true,2.7677694358038325,14.923076923076925
820,Menswear || T-shirt || Jersey Fancy || White || Solid,Menswear,T-shirt,Jersey Fancy,White,Solid,1.3136726688406826,11.526964868284857,5.923076923076923,52,false,true,true,2.6059674443351564,12.544322344322342
821,Menswear || Socks || Socks and Tights || White || All over pattern,Menswear,Socks,Socks and Tights,White,All over pattern,,11.471880233922484,2.1538461538461537,45,false,false,true,2.787382597392738,15.238461538461536
822,Ladieswear || Sandals || Shoes || Pink || Solid,Ladieswear,Sandals,Shoes,Pink,Solid,1.401105995979166,11.462614305817976,6.384615384615385,52,false,true,true,2.5902053023166354,12.332508517123902
823,Divided || Skirt || Trousers || Turquoise || Solid,Divided,Skirt,Trousers,Turquoise,Solid,1.0834627140214472,11.44035102914474,1.0769230769230769,49,false,true,true,2.8600006600198657,16.46153846153846
824,Ladieswear || Bikini top || Swimwear || White || Solid,Ladieswear,Bikini top,Swimwear,White,Solid,1.0507469695072589,11.43755947486594,8.307692307692308,52,false,true,true,2.697115742874717,13.836876584953508
825,Divided || Skirt || Skirts || Green || Solid,Divided,Skirt,Skirts,Green,Solid,1.105074198180948,11.428108034996034,1.0,49,false,true,true,1.9959205696299747,6.358974358974359
826,Ladieswear || Blouse || Blouses || Red || Solid,Ladieswear,Blouse,Blouses,Red,Solid,0.8366813689044998,11.421162181423053,13.692307692307692,52,true,false,true,2.3038000627158426,9.012157080965133
827,Divided || Shirt || Blouses || Beige || All over pattern,Divided,Shirt,Blouses,Beige,All over pattern,0.7822684115986657,11.405681312324532,1.6923076923076923,52,false,false,true,2.290979546873738,8.884615384615387
828,Ladieswear || Socks || Socks and Tights || Pink || All over pattern,Ladieswear,Socks,Socks and Tights,Pink,All over pattern,0.5505880179475907,11.399178412208638,5.538461538461538,50,false,false,true,2.8465476321865726,16.228200965700967
829,Ladieswear || Dress || Blouses || Beige || All over pattern,Ladieswear,Dress,Blouses,Beige,All over pattern,1.203765165711193,11.394498282296611,11.538461538461538,52,true,true,true,2.0287379440426347,6.604483016983017
830,Ladieswear || Wedge || Shoes || Beige || Solid,Ladieswear,Wedge,Shoes,Beige,Solid,1.287971182937358,11.371579194093366,3.5384615384615383,52,false,true,true,3.2146213662345877,23.89386446886447
831,"Ladieswear || Bra || Under-, Nightwear || Orange || Lace",Ladieswear,Bra,"Under-, Nightwear",Orange,Lace,1.089712019186944,11.36940335858417,8.153846153846153,52,false,true,true,3.1764321457576328,22.961111111111112
832,Divided || Jumpsuit/Playsuit || Dresses Ladies || Beige || All over pattern,Divided,Jumpsuit/Playsuit,Dresses Ladies,Beige,All over pattern,0.9699058285768987,11.365928448519266,1.8461538461538463,52,false,true,true,1.2957803535790589,2.653846153846154
833,Divided || Shirt || Blouses || Beige || Solid,Divided,Shirt,Blouses,Beige,Solid,0.6539913558459506,11.358463017551928,2.3846153846153846,42,false,false,true,2.5761292326600085,12.146153846153846
834,Menswear || Socks || Socks and Tights || Turquoise || All over pattern,Menswear,Socks,Socks and Tights,Turquoise,All over pattern,1.036127431928854,11.314015394291333,2.076923076923077,47,false,true,true,2.410338348161776,10.13772893772894
835,Ladieswear || Dress || Dresses Ladies || Blue || All over pattern,Ladieswear,Dress,Dresses Ladies,Blue,All over pattern,1.2989285914435829,11.306302139325709,21.46153846153846,52,true,true,true,2.5581440853558197,11.91183180716552
836,Ladieswear || Hoodie || Jersey Basic || Orange || Solid,Ladieswear,Hoodie,Jersey Basic,Orange,Solid,1.0296872730111164,11.29682357219035,2.0,27,false,true,true,2.777384894503274,15.076923076923077
837,Divided || Sweater || Knitwear || Beige || Solid,Divided,Sweater,Knitwear,Beige,Solid,0.891120825177761,11.295199962863308,12.615384615384615,52,true,true,true,2.8117266744892664,15.638622915545994
838,Ladieswear || Dress || Jersey Basic || Black || Stripe,Ladieswear,Dress,Jersey Basic,Black,Stripe,1.0393782316981302,11.291556916508354,1.7692307692307692,52,false,true,true,1.2380025529122474,2.448717948717949
839,Divided || Shorts || Unknown || Blue || Denim,Divided,Shorts,Unknown,Blue,Denim,1.0611342878801808,11.28488033634163,1.0769230769230769,26,false,true,true,2.205735267004128,8.076923076923077
840,Ladieswear || Sandals || Shoes || Beige || Solid,Ladieswear,Sandals,Shoes,Beige,Solid,0.9030748427186217,11.266667235152436,3.8461538461538463,44,false,true,true,3.055162474080703,20.224633699633706
841,Ladieswear || Blazer || Dressed || Beige || Melange,Ladieswear,Blazer,Dressed,Beige,Melange,1.0496288275912509,11.260776646176426,2.0,52,false,true,true,3.7014602395239184,39.50641025641026
