rank_unguarded,style_key,index_group_name,product_type_name,garment_group_name,perceived_colour_master_name,graphical_appearance_name,price_index_level,predicted_intensity,guard1_n_active_articles_trailing_mean,guard3_n_weeks_active_trailing,guard1_pass,guard2_pass,guard3_pass,all_guards_pass
1,Ladieswear || Hoodie || Jersey Basic || Black || Solid,Ladieswear,Hoodie,Jersey Basic,Black,Solid,1.0597463949766324,48.00784516621666,2.1538461538461537,52,false,true,true,false
363,Ladieswear || Leggings/Tights || Jersey Basic || Grey || Melange,Ladieswear,Leggings/Tights,Jersey Basic,Grey,Melange,1.2147395783190527,9.210829667701125,1.9230769230769231,28,false,true,true,false
364,Divided || Trousers || Trousers || Brown || Solid,Divided,Trousers,Trousers,Brown,Solid,0.8965175262577509,9.192066404240018,1.8461538461538463,52,false,true,true,false
365,"Ladieswear || Bra || Under-, Nightwear || White || Solid",Ladieswear,Bra,"Under-, Nightwear",White,Solid,1.1091464182977295,9.191455335103488,87.92307692307692,52,true,true,true,true
366,Menswear || Hoodie || Jersey Basic || Khaki green || Solid,Menswear,Hoodie,Jersey Basic,Khaki green,Solid,1.0316860576249156,9.177017901071375,2.769230769230769,51,false,true,true,false
367,Ladieswear || Socks || Socks and Tights || Pink || All over pattern,Ladieswear,Socks,Socks and Tights,Pink,All over pattern,0.7172792446643422,9.159775180069552,14.0,50,true,false,true,false
368,Ladieswear || Bikini top || Swimwear || Black || Other structure,Ladieswear,Bikini top,Swimwear,Black,Other structure,1.0020069851749998,9.125993704432904,15.384615384615385,52,true,true,true,true
369,Ladieswear || Jacket || Outdoor || Beige || Check,Ladieswear,Jacket,Outdoor,Beige,Check,1.3658881344817382,9.103161630697196,0.7692307692307693,25,false,true,false,false
370,Ladieswear || Trousers || Trousers || Black || Mixed solid/pattern,Ladieswear,Trousers,Trousers,Black,Mixed solid/pattern,0.9547955989637936,9.101250575660687,4.923076923076923,52,false,true,true,false
371,Divided || Skirt || Trousers Denim || Black || Denim,Divided,Skirt,Trousers Denim,Black,Denim,0.9654464124888317,9.09311787010462,11.0,52,true,true,true,true
372,"Ladieswear || Bra || Under-, Nightwear || Black || Lace",Ladieswear,Bra,"Under-, Nightwear",Black,Lace,1.0200798429295423,9.064695996557393,17.846153846153847,52,true,true,true,true
373,"Ladieswear || Bra || Under-, Nightwear || Brown || Solid",Ladieswear,Bra,"Under-, Nightwear",Brown,Solid,1.4508773306325908,9.051227604554988,23.615384615384617,52,true,true,true,true
374,Ladieswear || Blouse || Blouses || White || All over pattern,Ladieswear,Blouse,Blouses,White,All over pattern,1.1340483135384412,9.041671747690907,38.0,52,true,true,true,true
375,Divided || Skirt || Skirts || Black || Check,Divided,Skirt,Skirts,Black,Check,1.0317985380283428,9.028085097407743,7.615384615384615,52,false,true,true,false
376,Ladieswear || T-shirt || Jersey Basic || Brown || Solid,Ladieswear,T-shirt,Jersey Basic,Brown,Solid,1.175246526675177,8.961121119736395,1.5384615384615385,52,false,true,true,false
377,Ladieswear || Sweater || Knitwear || Blue || Solid,Ladieswear,Sweater,Knitwear,Blue,Solid,1.1161926601175713,8.94175767859303,5.384615384615385,52,false,true,true,false
378,"Ladieswear || Underwear bottom || Under-, Nightwear || Pink || Solid",Ladieswear,Underwear bottom,"Under-, Nightwear",Pink,Solid,1.1394036144201996,8.922262527479658,45.07692307692308,52,true,true,true,true
379,"Ladieswear || Pyjama set || Under-, Nightwear || Black || Solid",Ladieswear,Pyjama set,"Under-, Nightwear",Black,Solid,1.14296657079678,8.891151954983888,1.2307692307692308,47,false,true,true,false
380,"Ladieswear || Bra || Under-, Nightwear || Pink || Solid",Ladieswear,Bra,"Under-, Nightwear",Pink,Solid,1.08268016547072,8.874579665194313,52.69230769230769,52,true,true,true,true
381,Ladieswear || Coat || Outdoor || Beige || Melange,Ladieswear,Coat,Outdoor,Beige,Melange,1.5383765323175231,8.864165361331406,1.6153846153846154,43,false,true,true,false
382,Ladieswear || Top || Jersey Basic || Black || Stripe,Ladieswear,Top,Jersey Basic,Black,Stripe,1.4372197309417039,8.850472711604544,1.0769230769230769,43,false,true,true,false
383,Ladieswear || T-shirt || Jersey Basic || Blue || Solid,Ladieswear,T-shirt,Jersey Basic,Blue,Solid,1.1385321798030894,8.847143550458028,9.538461538461538,52,false,true,true,false
384,"Ladieswear || Bra || Under-, Nightwear || Blue || Solid",Ladieswear,Bra,"Under-, Nightwear",Blue,Solid,1.2897337032403933,8.841026763688522,12.076923076923077,52,true,true,true,true
385,Ladieswear || Shirt || Blouses || Pink || Solid,Ladieswear,Shirt,Blouses,Pink,Solid,1.0756295244442544,8.839727656933256,6.615384615384615,52,false,true,true,false
386,Ladieswear || Dress || Dresses Ladies || Black || Solid,Ladieswear,Dress,Dresses Ladies,Black,Solid,1.4341979337842061,8.836332081848319,87.15384615384616,52,true,true,true,true
387,"Ladieswear || Underwear bottom || Under-, Nightwear || Pink || All over pattern",Ladieswear,Underwear bottom,"Under-, Nightwear",Pink,All over pattern,2.2087451424375018,8.82945019660142,0.46153846153846156,35,false,true,true,false
388,Ladieswear || Bag || Accessories || Black || Other structure,Ladieswear,Bag,Accessories,Black,Other structure,0.9718250399843614,8.829313859968629,4.3076923076923075,52,false,true,true,false
389,Ladieswear || Swimwear bottom || Swimwear || Black || All over pattern,Ladieswear,Swimwear bottom,Swimwear,Black,All over pattern,1.006997915025396,8.81728225048175,13.307692307692308,52,true,true,true,true
390,Ladieswear || Underwear Tights || Socks and Tights || Brown || Solid,Ladieswear,Underwear Tights,Socks and Tights,Brown,Solid,1.583648993500443,8.800126086890323,2.923076923076923,52,false,true,true,false
391,Ladieswear || Sweater || Jersey Basic || Grey || Melange,Ladieswear,Sweater,Jersey Basic,Grey,Melange,1.1582546769909006,8.788199151339612,1.2307692307692308,44,false,true,true,false
392,Divided || Vest top || Jersey Basic || Grey || Melange,Divided,Vest top,Jersey Basic,Grey,Melange,0.926494517919643,8.778913660909422,7.6923076923076925,52,false,true,true,false
393,Ladieswear || Trousers || Trousers || Beige || Solid,Ladieswear,Trousers,Trousers,Beige,Solid,0.9616853739567484,8.758640626796648,52.38461538461539,52,true,true,true,true
394,Divided || T-shirt || Jersey Basic || Orange || Solid,Divided,T-shirt,Jersey Basic,Orange,Solid,1.0572384767292178,8.758474201165694,5.769230769230769,52,false,true,true,false
395,Ladieswear || Dress || Dresses Ladies || Khaki green || Solid,Ladieswear,Dress,Dresses Ladies,Khaki green,Solid,1.2446326698011896,8.755833122686656,22.0,52,true,true,true,true
396,Divided || Coat || Outdoor || Black || Solid,Divided,Coat,Outdoor,Black,Solid,1.018544821826008,8.754125181888535,1.7692307692307692,50,false,true,true,false
397,Divided || Sweater || Knitwear || Pink || Other structure,Divided,Sweater,Knitwear,Pink,Other structure,1.0086902206873012,8.750369693778236,0.46153846153846156,31,false,true,true,false
398,"Ladieswear || Underwear bottom || Under-, Nightwear || Beige || Solid",Ladieswear,Underwear bottom,"Under-, Nightwear",Beige,Solid,1.1168111806063508,8.702344748114545,26.153846153846153,52,true,true,true,true
399,Divided || Shirt || Blouses || Green || Solid,Divided,Shirt,Blouses,Green,Solid,1.2094192891925286,8.691729622853668,2.6923076923076925,45,false,true,true,false
400,Divided || Dress || Dresses Ladies || Green || Solid,Divided,Dress,Dresses Ladies,Green,Solid,0.9706937795895649,8.683562057384956,8.23076923076923,52,false,true,true,false
401,Ladieswear || Jacket || Outdoor || Pink || Solid,Ladieswear,Jacket,Outdoor,Pink,Solid,1.4689873677714333,8.662999842480948,2.8461538461538463,46,false,true,true,false
402,Divided || Belt || Accessories || Black || Solid,Divided,Belt,Accessories,Black,Solid,1.0879084726006325,8.64310723815554,18.923076923076923,52,true,true,true,true
403,"Ladieswear || Dress || Under-, Nightwear || Black || Solid",Ladieswear,Dress,"Under-, Nightwear",Black,Solid,0.9774096424868979,8.639630419882424,4.769230769230769,52,false,true,true,false
404,Ladieswear || Jumpsuit/Playsuit || Trousers || Black || Solid,Ladieswear,Jumpsuit/Playsuit,Trousers,Black,Solid,0.5588827516189859,8.578773848290046,7.153846153846154,52,false,false,true,false
405,"Ladieswear || Underwear bottom || Under-, Nightwear || Grey || Melange",Ladieswear,Underwear bottom,"Under-, Nightwear",Grey,Melange,1.2067544781271975,8.578495024598096,19.615384615384617,52,true,true,true,true
406,Divided || Top || Jersey Fancy || Pink || Solid,Divided,Top,Jersey Fancy,Pink,Solid,1.2520240597923395,8.544637306310722,11.461538461538462,52,true,true,true,true
407,Sport || Vest top || Jersey Fancy || Pink || Solid,Sport,Vest top,Jersey Fancy,Pink,Solid,1.1810363851989285,8.53167266067129,10.0,52,true,true,true,true
408,Ladieswear || Bag || Accessories || Black || Solid,Ladieswear,Bag,Accessories,Black,Solid,1.2332951329369786,8.522649781828704,28.53846153846154,52,true,true,true,true
409,Ladieswear || Socks || Socks and Tights || Beige || Solid,Ladieswear,Socks,Socks and Tights,Beige,Solid,1.5423682705706656,8.506939863325428,6.076923076923077,52,false,true,true,false
410,Divided || Hoodie || Outdoor || Khaki green || Solid,Divided,Hoodie,Outdoor,Khaki green,Solid,1.1623516325903376,8.505178736040431,1.9230769230769231,52,false,true,true,false
411,Divided || Sweater || Knitwear || Pink || Solid,Divided,Sweater,Knitwear,Pink,Solid,1.2322290963351952,8.486479257520449,11.076923076923077,52,true,true,true,true
412,Ladieswear || Sarong || Swimwear || Black || Solid,Ladieswear,Sarong,Swimwear,Black,Solid,2.786688597254038,8.451178774067793,4.384615384615385,47,false,true,true,false
413,Divided || Dress || Dresses Ladies || Blue || Denim,Divided,Dress,Dresses Ladies,Blue,Denim,1.2336660502769732,8.450038958595375,21.923076923076923,52,true,true,true,true
414,Ladieswear || Flip flop || Shoes || Black || Solid,Ladieswear,Flip flop,Shoes,Black,Solid,2.667105700527178,8.431153628746266,4.769230769230769,50,false,true,true,false
415,Divided || Vest top || Jersey Basic || Beige || Solid,Divided,Vest top,Jersey Basic,Beige,Solid,1.1895363408521302,8.416931499032405,5.923076923076923,51,false,true,true,false
416,Divided || Cardigan || Knitwear || Khaki green || Solid,Divided,Cardigan,Knitwear,Khaki green,Solid,0.6280834863593957,8.410929489676791,1.0,52,false,false,true,false
417,Divided || T-shirt || Jersey Basic || Khaki green || Solid,Divided,T-shirt,Jersey Basic,Khaki green,Solid,1.0196601990707779,8.38554500920064,6.230769230769231,52,false,true,true,false
418,Ladieswear || Top || Jersey Fancy || White || Stripe,Ladieswear,Top,Jersey Fancy,White,Stripe,0.9869284087232091,8.375020278056303,4.461538461538462,52,false,true,true,false
419,Divided || Sweater || Knitwear || Grey || Solid,Divided,Sweater,Knitwear,Grey,Solid,1.5915545957265795,8.345059767297432,0.8461538461538461,37,false,true,true,false
420,Divided || Sweater || Jersey Fancy || White || Solid,Divided,Sweater,Jersey Fancy,White,Solid,1.30002210358078,8.330463340811846,4.769230769230769,52,false,true,true,false
421,Divided || Shirt || Blouses || White || Solid,Divided,Shirt,Blouses,White,Solid,1.1478749663576728,8.304784297720444,18.0,52,true,true,true,true
422,Ladieswear || Blouse || Blouses || Red || Solid,Ladieswear,Blouse,Blouses,Red,Solid,1.1676852836268434,8.302556653630402,10.384615384615385,52,true,true,true,true
423,Ladieswear || Sweater || Knitwear || Beige || Stripe,Ladieswear,Sweater,Knitwear,Beige,Stripe,1.3049556530053745,8.291980124655383,1.0769230769230769,40,false,true,true,false
424,Ladieswear || Dress || Dresses Ladies || Black || Sequin,Ladieswear,Dress,Dresses Ladies,Black,Sequin,1.2001000500250125,8.275807385844569,1.3846153846153846,48,false,true,true,false
425,"Ladieswear || Underwear bottom || Under-, Nightwear || Grey || Contrast",Ladieswear,Underwear bottom,"Under-, Nightwear",Grey,Contrast,1.09624501687231,8.2707002851726,4.538461538461538,46,false,true,true,false
426,Ladieswear || Underwear Tights || Socks and Tights || Black || Lace,Ladieswear,Underwear Tights,Socks and Tights,Black,Lace,1.1755041812500902,8.25800921044856,2.076923076923077,49,false,true,true,false
427,Ladieswear || Blouse || Blouses || Black || All over pattern,Ladieswear,Blouse,Blouses,Black,All over pattern,1.0542200824356822,8.257081876514354,33.46153846153846,52,true,true,true,true
428,Divided || Skirt || Skirts || Beige || Check,Divided,Skirt,Skirts,Beige,Check,1.0888203978705522,8.250957134749914,0.8461538461538461,44,false,true,true,false
429,"Ladieswear || Pyjama bottom || Under-, Nightwear || Pink || All over pattern",Ladieswear,Pyjama bottom,"Under-, Nightwear",Pink,All over pattern,1.047191541274554,8.250320375525098,4.230769230769231,52,false,true,true,false
430,Divided || Hat/beanie || Accessories || Black || Solid,Divided,Hat/beanie,Accessories,Black,Solid,1.276309466602595,8.240090147566548,4.923076923076923,51,false,true,true,false
431,Menswear || Socks || Socks and Tights || White || Solid,Menswear,Socks,Socks and Tights,White,Solid,0.9362841914450368,8.234819266453819,4.0,52,false,true,true,false
432,Ladieswear || Underwear Tights || Socks and Tights || Black || Glittering/Metallic,Ladieswear,Underwear Tights,Socks and Tights,Black,Glittering/Metallic,0.9022489999024293,8.227990493995716,1.0769230769230769,32,false,true,true,false
433,Ladieswear || Skirt || Skirts || Black || Check,Ladieswear,Skirt,Skirts,Black,Check,1.0745103901928539,8.212776831064353,4.615384615384615,52,false,true,true,false
434,Sport || Vest top || Jersey Fancy || Grey || Melange,Sport,Vest top,Jersey Fancy,Grey,Melange,1.1457195069294326,8.195822269940944,4.153846153846154,52,false,true,true,false
435,Divided || Dress || Dresses Ladies || Beige || All over pattern,Divided,Dress,Dresses Ladies,Beige,All over pattern,1.8283443996107465,8.195687285104611,7.384615384615385,52,false,true,true,false
436,Divided || Sweater || Knitwear || Beige || Stripe,Divided,Sweater,Knitwear,Beige,Stripe,1.6984717782545868,8.17536814036942,1.8461538461538463,48,false,true,true,false
437,Ladieswear || Blouse || Blouses || Pink || Solid,Ladieswear,Blouse,Blouses,Pink,Solid,1.0941713183859667,8.150548599008763,32.38461538461539,52,true,true,true,true
438,Ladieswear || Blouse || Blouses || Green || Solid,Ladieswear,Blouse,Blouses,Green,Solid,0.7814265724787045,8.147048155252776,13.076923076923077,52,true,false,true,false
439,Ladieswear || Trousers || Trousers || Red || Solid,Ladieswear,Trousers,Trousers,Red,Solid,1.049657206313876,8.143433139229325,10.461538461538462,52,true,true,true,true
440,Divided || Hoodie || Outdoor || Black || Solid,Divided,Hoodie,Outdoor,Black,Solid,1.3247765537310332,8.119413586810433,3.1538461538461537,51,false,true,true,false
441,Divided || Trousers || Trousers || Beige || Solid,Divided,Trousers,Trousers,Beige,Solid,0.7556024822137253,8.100550207800545,24.153846153846153,52,true,false,true,false
442,Ladieswear || Boots || Shoes || Beige || Solid,Ladieswear,Boots,Shoes,Beige,Solid,1.0408269706471887,8.0988584393197,9.0,52,false,true,true,false
443,Ladieswear || Sweater || Jersey Fancy || Blue || Solid,Ladieswear,Sweater,Jersey Fancy,Blue,Solid,1.6925794479709584,8.09803411770672,2.076923076923077,42,false,true,true,false
444,Ladieswear || Top || Jersey Fancy || Khaki green || Solid,Ladieswear,Top,Jersey Fancy,Khaki green,Solid,1.128464432972899,8.094423451357493,10.846153846153847,52,true,true,true,true
445,Ladieswear || Dress || Jersey Fancy || Green || Solid,Ladieswear,Dress,Jersey Fancy,Green,Solid,1.0164048687499372,8.079870536661991,9.538461538461538,52,false,true,true,false
446,Ladieswear || Jacket || Outdoor || Mole || Solid,Ladieswear,Jacket,Outdoor,Mole,Solid,1.58249416547619,8.055950410486988,6.6923076923076925,52,false,true,true,false
447,Divided || Sweater || Knitwear || Yellow || Solid,Divided,Sweater,Knitwear,Yellow,Solid,0.9338839814532305,8.033715517307723,6.769230769230769,52,false,true,true,false
448,Ladieswear || T-shirt || Jersey Basic || Blue || Stripe,Ladieswear,T-shirt,Jersey Basic,Blue,Stripe,1.146970140021201,8.030655874082482,3.769230769230769,52,false,true,true,false
449,Sport || Jacket || Unknown || Black || Solid,Sport,Jacket,Unknown,Black,Solid,1.003327978736105,8.016834500998911,3.4615384615384617,52,false,true,true,false
450,Ladieswear || Hoodie || Jersey Basic || Blue || Solid,Ladieswear,Hoodie,Jersey Basic,Blue,Solid,1.2358506504477107,7.99851320303155,0.38461538461538464,15,false,true,false,false
451,Ladieswear || Boots || Shoes || Black || Solid,Ladieswear,Boots,Shoes,Black,Solid,1.186057833277555,7.986352541765715,63.46153846153846,52,true,true,true,true
452,Ladieswear || Socks || Socks and Tights || Red || All over pattern,Ladieswear,Socks,Socks and Tights,Red,All over pattern,0.9759549010584445,7.9500645199966,0.5384615384615384,29,false,true,true,false
453,Divided || T-shirt || Jersey Fancy || Black || Placement print,Divided,T-shirt,Jersey Fancy,Black,Placement print,1.1701324380735723,7.93109362183753,7.3076923076923075,50,false,true,true,false
454,Ladieswear || Swimwear bottom || Swimwear || Green || Solid,Ladieswear,Swimwear bottom,Swimwear,Green,Solid,0.998592827879934,7.922576309885056,15.307692307692308,52,true,true,true,true
455,Ladieswear || T-shirt || Jersey Basic || Beige || Solid,Ladieswear,T-shirt,Jersey Basic,Beige,Solid,0.875282221293799,7.913979677382379,8.615384615384615,52,false,true,true,false
456,Ladieswear || Top || Jersey Fancy || Beige || Solid,Ladieswear,Top,Jersey Fancy,Beige,Solid,1.1230670915338428,7.90757330729029,26.46153846153846,52,true,true,true,true
457,"Ladieswear || Bra || Under-, Nightwear || Mole || Solid",Ladieswear,Bra,"Under-, Nightwear",Mole,Solid,0.7479562070686265,7.897612886136944,1.6153846153846154,52,false,false,true,false
458,Ladieswear || Underwear Tights || Socks and Tights || Black || Dot,Ladieswear,Underwear Tights,Socks and Tights,Black,Dot,0.8676601498202827,7.89624247766392,2.923076923076923,51,false,true,true,false
459,Ladieswear || Sweater || Jersey Fancy || Grey || Melange,Ladieswear,Sweater,Jersey Fancy,Grey,Melange,1.182237245042257,7.8839342428889285,10.384615384615385,52,true,true,true,true
460,Ladieswear || Coat || Outdoor || Mole || Solid,Ladieswear,Coat,Outdoor,Mole,Solid,1.3603111772500953,7.882708075449358,1.6153846153846154,52,false,true,true,false
461,Divided || Sweater || Knitwear || Orange || Solid,Divided,Sweater,Knitwear,Orange,Solid,1.486427733606754,7.879239910964836,2.769230769230769,52,false,true,true,false
462,Ladieswear || Bikini top || Swimwear || Black || All over pattern,Ladieswear,Bikini top,Swimwear,Black,All over pattern,1.0105942231469478,7.878507539989709,15.615384615384615,52,true,true,true,true
463,Ladieswear || Sweater || Jersey Basic || Blue || Solid,Ladieswear,Sweater,Jersey Basic,Blue,Solid,0.9552363383433635,7.863553834311608,1.7692307692307692,37,false,true,true,false
464,Ladieswear || Blazer || Dressed || White || Other structure,Ladieswear,Blazer,Dressed,White,Other structure,1.3414926910286957,7.855275750345257,2.3846153846153846,42,false,true,true,false
465,Ladieswear || Sweater || Knitwear || Yellow || Melange,Ladieswear,Sweater,Knitwear,Yellow,Melange,1.1181706356618915,7.850065462403849,1.8461538461538463,50,false,true,true,false
466,Ladieswear || T-shirt || Jersey Basic || Yellow || Solid,Ladieswear,T-shirt,Jersey Basic,Yellow,Solid,0.7699386261963337,7.837945548455657,5.461538461538462,52,false,false,true,false
467,Ladieswear || Sweater || Knitwear || Turquoise || Solid,Ladieswear,Sweater,Knitwear,Turquoise,Solid,1.9946645324796588,7.8375825896924844,1.7692307692307692,48,false,true,true,false
468,Ladieswear || Dress || Knitwear || Blue || Solid,Ladieswear,Dress,Knitwear,Blue,Solid,0.8062558354470217,7.757705182490419,4.3076923076923075,52,false,false,true,false
469,Ladieswear || Blouse || Blouses || White || Solid,Ladieswear,Blouse,Blouses,White,Solid,1.0988035244929746,7.757324881901935,154.46153846153845,52,true,true,true,true
470,Ladieswear || T-shirt || Jersey Basic || Mole || Solid,Ladieswear,T-shirt,Jersey Basic,Mole,Solid,1.2367362247681397,7.7478156619207486,2.0,52,false,true,true,false
471,"Ladieswear || Underwear bottom || Under-, Nightwear || Brown || Solid",Ladieswear,Underwear bottom,"Under-, Nightwear",Brown,Solid,1.461889441862423,7.743466965189295,13.461538461538462,52,true,true,true,true
472,Menswear || T-shirt || Jersey Basic || Beige || Solid,Menswear,T-shirt,Jersey Basic,Beige,Solid,1.4191940571853312,7.742364166097694,6.461538461538462,52,false,true,true,false
473,Menswear || Sweater || Jersey Basic || Blue || Solid,Menswear,Sweater,Jersey Basic,Blue,Solid,1.1770489128217678,7.73822322571451,1.9230769230769231,47,false,true,true,false
474,Ladieswear || Sweater || Jersey Fancy || Pink || Solid,Ladieswear,Sweater,Jersey Fancy,Pink,Solid,1.335299236198395,7.732253918999511,2.6153846153846154,51,false,true,true,false
475,Ladieswear || Trousers || Knitwear || Black || Solid,Ladieswear,Trousers,Knitwear,Black,Solid,1.096967178490355,7.727324248962557,1.7692307692307692,42,false,true,true,false
476,Ladieswear || Skirt || Skirts || Red || All over pattern,Ladieswear,Skirt,Skirts,Red,All over pattern,1.035144521973826,7.719012546964915,1.0769230769230769,35,false,true,true,false
477,Divided || Dress || Dresses Ladies || Beige || Solid,Divided,Dress,Dresses Ladies,Beige,Solid,1.0492245690607334,7.712992801568863,12.923076923076923,52,true,true,true,true
478,Ladieswear || Underwear Tights || Socks and Tights || Black || All over pattern,Ladieswear,Underwear Tights,Socks and Tights,Black,All over pattern,0.9719018440316668,7.708216968426552,3.6153846153846154,52,false,true,true,false
479,Divided || Sweater || Knitwear || Beige || Solid,Divided,Sweater,Knitwear,Beige,Solid,1.303550433207358,7.699241731325813,9.692307692307692,52,false,true,true,false
480,"Ladieswear || Bra || Under-, Nightwear || Grey || Melange",Ladieswear,Bra,"Under-, Nightwear",Grey,Melange,0.9427919419097672,7.684168231107883,13.384615384615385,52,true,true,true,true
481,Ladieswear || Dress || Jersey Fancy || Black || Lace,Ladieswear,Dress,Jersey Fancy,Black,Lace,1.3234969350785777,7.6778921403393685,7.153846153846154,52,false,true,true,false
482,Divided || Jacket || Unknown || Black || Solid,Divided,Jacket,Unknown,Black,Solid,1.2109121772965137,7.677880482555606,6.076923076923077,52,false,true,true,false
483,Ladieswear || Blazer || Dressed || White || Solid,Ladieswear,Blazer,Dressed,White,Solid,0.8798168174326039,7.67166318455749,11.923076923076923,52,true,true,true,true
484,Ladieswear || Dress || Jersey Fancy || Beige || Melange,Ladieswear,Dress,Jersey Fancy,Beige,Melange,0.9826646337415508,7.671188075699819,1.0769230769230769,48,false,true,true,false
485,Ladieswear || Sweater || Knitwear || Red || Melange,Ladieswear,Sweater,Knitwear,Red,Melange,1.9886284060980985,7.670001572719022,1.5384615384615385,48,false,true,true,false
486,Divided || Sweater || Knitwear || Black || Jacquard,Divided,Sweater,Knitwear,Black,Jacquard,1.716231425137821,7.665876035128603,0.6923076923076923,46,false,true,true,false
487,Divided || Dress || Jersey Basic || Khaki green || Solid,Divided,Dress,Jersey Basic,Khaki green,Solid,0.6716621175781937,7.656177034275682,7.615384615384615,52,false,false,true,false
488,Ladieswear || Swimwear bottom || Swimwear || Blue || All over pattern,Ladieswear,Swimwear bottom,Swimwear,Blue,All over pattern,1.2174729807406732,7.651856630257017,12.23076923076923,52,true,true,true,true
489,Divided || Sweater || Jersey Fancy || Orange || Placement print,Divided,Sweater,Jersey Fancy,Orange,Placement print,1.0935960591133005,7.637709369688896,1.0,47,false,true,true,false
490,Menswear || T-shirt || Jersey Basic || Khaki green || Solid,Menswear,T-shirt,Jersey Basic,Khaki green,Solid,0.9253923128676599,7.627686698518341,4.769230769230769,52,false,true,true,false
491,Divided || Skirt || Skirts || Black || Other structure,Divided,Skirt,Skirts,Black,Other structure,0.9894465166433912,7.626479260445102,1.3076923076923077,46,false,true,true,false
492,Menswear || T-shirt || Jersey Basic || Green || Solid,Menswear,T-shirt,Jersey Basic,Green,Solid,1.3546088726288597,7.6263073797233645,7.230769230769231,52,false,true,true,false
493,Menswear || Socks || Socks and Tights || Black || All over pattern,Menswear,Socks,Socks and Tights,Black,All over pattern,2.3892041954089573,7.6075360638386655,8.0,52,false,true,true,false
494,Ladieswear || Socks || Socks and Tights || White || All over pattern,Ladieswear,Socks,Socks and Tights,White,All over pattern,1.279650795643975,7.591919808478501,11.153846153846153,50,true,true,true,true
495,Divided || Sweater || Jersey Fancy || Green || Placement print,Divided,Sweater,Jersey Fancy,Green,Placement print,0.8494439692044483,7.584593937615866,0.8461538461538461,27,false,false,true,false
496,Ladieswear || Trousers || Trousers || Green || Solid,Ladieswear,Trousers,Trousers,Green,Solid,1.1070325296140107,7.563234088870232,8.076923076923077,52,false,true,true,false
497,"Ladieswear || Pyjama set || Under-, Nightwear || Pink || Stripe",Ladieswear,Pyjama set,"Under-, Nightwear",Pink,Stripe,0.9345628971449811,7.561181361323406,1.9230769230769231,51,false,true,true,false
498,"Ladieswear || Underwear bottom || Under-, Nightwear || Mole || Solid",Ladieswear,Underwear bottom,"Under-, Nightwear",Mole,Solid,2.042647434623357,7.557221340667921,1.8461538461538463,44,false,true,true,false
499,Sport || T-shirt || Jersey Fancy || Blue || Melange,Sport,T-shirt,Jersey Fancy,Blue,Melange,1.105834652447999,7.556965369562791,3.6153846153846154,52,false,true,true,false
500,"Ladieswear || Underwear bottom || Under-, Nightwear || Blue || Solid",Ladieswear,Underwear bottom,"Under-, Nightwear",Blue,Solid,1.031477805770904,7.544567276808371,15.384615384615385,52,true,true,true,true
501,Ladieswear || Vest top || Jersey Basic || Beige || Solid,Ladieswear,Vest top,Jersey Basic,Beige,Solid,0.6540511734344099,7.535277468492408,7.3076923076923075,52,false,false,true,false
502,Divided || Jacket || Outdoor || Grey || Solid,Divided,Jacket,Outdoor,Grey,Solid,1.1049751243781094,7.532796017748238,1.7692307692307692,51,false,true,true,false
503,Divided || Shirt || Blouses || Pink || Solid,Divided,Shirt,Blouses,Pink,Solid,1.1276696537631823,7.529718737108338,12.384615384615385,52,true,true,true,true
504,Divided || Shirt || Blouses || Red || Solid,Divided,Shirt,Blouses,Red,Solid,1.0999171338457503,7.528521771991176,1.2307692307692308,49,false,true,true,false
505,Divided || Dress || Trousers Denim || Blue || Denim,Divided,Dress,Trousers Denim,Blue,Denim,1.302041902163003,7.510973842418718,11.307692307692308,52,true,true,true,true
506,Ladieswear || Underwear Tights || Socks and Tights || Beige || Solid,Ladieswear,Underwear Tights,Socks and Tights,Beige,Solid,1.0478011899669395,7.496139824985004,8.538461538461538,52,false,true,true,false
507,Ladieswear || Sweater || Knitwear || Orange || Solid,Ladieswear,Sweater,Knitwear,Orange,Solid,1.3902857657875767,7.495612711917126,6.615384615384615,52,false,true,true,false
508,Menswear || T-shirt || Jersey Basic || Brown || Solid,Menswear,T-shirt,Jersey Basic,Brown,Solid,2.0020900655183658,7.489046144927709,1.8461538461538463,45,false,true,true,false
509,Ladieswear || Scarf || Accessories || White || Check,Ladieswear,Scarf,Accessories,White,Check,1.1923108075272006,7.48831021330432,0.6153846153846154,39,false,true,true,false
510,Divided || Jacket || Outdoor || Black || Denim,Divided,Jacket,Outdoor,Black,Denim,1.011986781882938,7.444773151611432,1.9230769230769231,52,false,true,true,false
511,Divided || Dress || Dresses Ladies || Black || Check,Divided,Dress,Dresses Ladies,Black,Check,1.5796989140566238,7.431913578891187,10.76923076923077,52,true,true,true,true
512,Ladieswear || Dress || Dresses Ladies || Beige || All over pattern,Ladieswear,Dress,Dresses Ladies,Beige,All over pattern,0.950453811749745,7.430005877498079,36.92307692307692,52,true,true,true,true
513,"Ladieswear || Underwear bottom || Under-, Nightwear || Orange || Solid",Ladieswear,Underwear bottom,"Under-, Nightwear",Orange,Solid,0.8961653745356944,7.411832759758145,24.153846153846153,52,true,true,true,true
514,Ladieswear || Jacket || Outdoor || Grey || Solid,Ladieswear,Jacket,Outdoor,Grey,Solid,1.0613124018608215,7.402956754697978,5.076923076923077,52,false,true,true,false
